"Typ";"Nazwa";"Adres";"Kod pocztowy";"Miasto";"Długość geograficzna";"Szerokość geograficzna";"Godziny odbioru";"Uwagi"
"POCZTA_POLSKA";"FUP Puławy 1";"Lubelska 18";"24-112";"Puławy";"21.98131561279297";"51.41465759277344";"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Łódź 9";"Gdyńska 38";"91-345";"Łódź";"19.434192657470703";"51.79789352416992";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Świnoujście 1";"Juliana Markiewicza 2";"72-611";"Świnoujście";"14.229896545410156";"53.90066909790039";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Łódź 71";"Armii Krajowej 32A";"94-046";"Łódź";"19.398374557495117";"51.74597930908203";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"RUCH";"PACZKA w RUCHu: LD-934273-87-18";"RAWSKA 29";"96-100";"Skierniewice";"20.146205";"51.954122";"[{""day"":""MONDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""}]";
"POCZTA_POLSKA";"UP Chojnice 2";"Towarowa 6";"89-620";"Chojnice";"17.575368881225586";"53.688682556152344";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"RUCH";"PACZKA w RUCHu: KT-934588-21-04";"GŁÓWNA 57";"44-187";"Wielowieś";"18.61571";"50.5091";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""}]";
"POCZTA_POLSKA";"UP Chojna";"Franklina Delano Roosevelta 2";"74-500";"Chojna";"14.437999725341797";"52.95989990234375";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:30""}]";
"PACZKOMAT";"Paczkomat GLS01N";"Cieszyńska 18";"43-440";"Goleszów";"18.73702";"49.73481";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Lewiatan"
"PACZKOMAT";"Paczkomat LOD04C";"Limanowskiego 2";"91-445";"Łódź";"19.45146";"51.78662";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Z boku budynku TOPPLACES, za przystankiem"
"PACZKOMAT";"Paczkomat KRA37A";"os. Jagiellońskie 19";"31-834";"Kraków";"20.0272";"50.08417";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Biedronka"
"PACZKOMAT";"Paczkomat ZBR02A";"Krakowska 232";"32-080";"Zabierzów";"19.8141";"50.11065";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Biedronka"
"RUCH";"PACZKA w RUCHu: WR-939801-06-06";"Krótka 1/11";"58-500";"Jelenia Góra";"15.73537";"50.90176";"[{""day"":""MONDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Królowej Jadwigi 6";"14-200";"Iława";"19.565500259399414";"53.595001220703125";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""SUNDAY"",""from"":""10:00"",""to"":""19:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""},{""day"":""HOLIDAY"",""from"":""10:00"",""to"":""19:00""}]";
"PACZKOMAT";"Paczkomat LES534";"Al. Konstytucji 3 Maja 12";"64-100";"Leszno";"16.60011";"51.82751";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Galerii Leszno"
"PACZKOMAT";"Paczkomat TRN02N";"Wrocławska 10E";"55-100";"Trzebnica";"17.05982";"51.30205";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Bricomarche"
"POCZTA_POLSKA";"UP Chocianów 1";"Pocztowa 12";"59-140";"Chocianów";"15.906707763671875";"51.415870666503906";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:30"",""to"":""18:30""}]";
"RUCH";"PACZKA w RUCHu: KT-940718-57-39";"Marcinkowicka 4";"33-300";"Nowy Sącz";"20.6675";"49.6303";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""}]";
"POCZTA_POLSKA";"UP Olszówka";"19/A";"62-641";"Olszówka";"18.84702491760254";"52.18844223022461";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Zamość 1";"Szczebrzeska 35";"22-403";"Zamość";"23.226604461669922";"50.714210510253906";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""17:30""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""17:30""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""17:30""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""17:30""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat CZD352";"Szkolna 40";"43-502";"Czechowice-Dziedzice";"19.00177";"49.92401";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy DH Dziedzic Zeta"
"PACZKOMAT";"Paczkomat JGO554";"Wojska Polskiego 13";"58-500";"Jelenia Góra";"15.74617";"50.90183";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Netto"
"POCZTA_POLSKA";"UP Nowy Żmigród";"Plac Generała Tadeusza Kościuszki 1";"38-230";"Nowy Żmigród";"21.522977828979492";"49.60341262817383";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Dukla";"Łąki 1";"38-450";"Dukla";"21.68340492248535";"49.55364227294922";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat GNI02A";"Sobieskiego 17";"62-200";"Gniezno";"17.60732";"52.53687";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Carrefour"
"POCZTA_POLSKA";"UP Zielona Góra 2";"Elektronowa 1";"65-900";"Zielona Góra";"15.494385719299316";"51.95271682739258";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""19:00""}]";
"RUCH";"PACZKA w RUCHu: RZ-942755-20-53";"PLAC OCZKI 8";"38-440";"Iwonicz-Zdrój";"21.789055";"49.562633";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""SUNDAY"",""from"":""09:00"",""to"":""15:00""}]";
"POCZTA_POLSKA";"UP Krzeszyce";"Skwierzyńska 3";"66-435";"Krzeszyce";"15.009373664855957";"52.58323287963867";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Krzeszów n. Sanem";"Rynek 20";"37-418";"Krzeszów";"22.340072631835938";"50.403011322021484";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Jutrzenka 8";"60-373";"Poznań";"16.877334594726562";"52.41082000732422";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"RUCH";"PACZKA w RUCHu: LB-943324-28-05";"Zamojska 9";"22-600";"Tomaszów Lubelski";"23.419719";"50.454895";"[{""day"":""MONDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:30"",""to"":""17:00""}]";
"POCZTA_POLSKA";"UP Krzepice";"Częstochowska 16";"42-160";"Krzepice";"18.72923469543457";"50.96955871582031";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"RUCH";"PACZKA w RUCHu: WS-950451-84-05";"Wysockiego 1";"05-660";"Warka";"21.18725";"51.78506";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""06:00"",""to"":""15:00""}]";
"POCZTA_POLSKA";"UP Olsztyn 2";"Partyzantów 39";"10-900";"Olsztyn";"20.496257781982422";"53.785221099853516";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""}]";
"POCZTA_POLSKA";"UP Warszawa 94";"Radłowska 9";"04-835";"Warszawa";"21.19382095336914";"52.18505859375";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""21:00""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Józefa Ignacego Kraszewskiego 13-15";"41-218";"Sosnowiec";"19.193099975585938";"50.27429962158203";"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""SUNDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""05:30"",""to"":""16:30""},{""day"":""HOLIDAY"",""from"":""09:00"",""to"":""15:00""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Rynek 1";"25-308";"Kielce";"20.632299423217773";"50.87189865112305";"[{""day"":""SATURDAY"",""from"":""05:30"",""to"":""14:00""},{""day"":""WORKING"",""from"":""05:30"",""to"":""18:00""}]";
"PACZKOMAT";"Paczkomat TRN02N";"Wrocławska 10E";"55-100";"Trzebnica";"17.05982";"51.30205";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Bricomarche"
"RUCH";"PACZKA w RUCHu: KT-927889-74-70";"Piłsudskiego 14A";"32-200";"Miechów";"20.02844";"50.35586";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""06:00"",""to"":""13:00""}]";
"POCZTA_POLSKA";"UP Warszawa 113";"Domaniewska 41";"02-696";"Warszawa";"21.000940322875977";"52.1819953918457";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Kraków 28";"Osiedle Urocze 5";"31-955";"Kraków";"20.034080505371094";"50.077938079833984";"[{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Warszawa 116";"Aleja Władysława Reymonta 12";"01-837";"Warszawa";"20.93772315979004";"52.27435302734375";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""21:00""}]";
"POCZTA_POLSKA";"UP Krzczonów";"Spokojna 7";"23-110";"Krzczonów";"22.708396911621094";"51.01283645629883";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat KWA01N";"Drzymały 1A";"55-080";"Kąty Wrocławskie";"16.75968";"51.03403";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie miniMarket"
"POCZTA_POLSKA";"UP Krynica-Zdrój";"Zdrojowa 28";"33-380";"Krynica-Zdrój";"20.955305099487305";"49.415557861328125";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""19:30""}]";
"PACZKOMAT";"Paczkomat NSZ01G";"Konopnickiej 2";"37-310";"Nowa Sarzyna";"22.34088";"50.31832";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy pływalni Mosir"
"PACZKOMAT";"Paczkomat POZ01A";"Strzeszyńska 61A";"60-479";"Poznań";"16.89326";"52.44955";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Fitness Club Podolany"
"POCZTA_POLSKA";"UP Kruszwica 1";"Aleja Niepodległości 33";"88-150";"Kruszwica";"18.317405700683594";"52.67698287963867";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Podmiejska 2A";"62-800";"Kalisz";"18.068099975585938";"51.74330139160156";"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""18:00""}]";
"PACZKOMAT";"Paczkomat WIL01G";"Paderewskiego 9";"43-330";"Wilamowice";"19.1525";"49.914";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy przystanku autobosowym"
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Szalaya 100";"34-460";"Szczawnica";"20.49049949645996";"49.42110061645508";"[{""day"":""SATURDAY"",""from"":""06:30"",""to"":""14:00""},{""day"":""WORKING"",""from"":""06:30"",""to"":""17:30""}]";
"POCZTA_POLSKA";"UP Krupski Młyn";"Tadeusza Zawadzkiego 1";"42-693";"Krupski Młyn";"18.62263298034668";"50.573062896728516";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""15:30""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""15:30""}]";
"POCZTA_POLSKA";"UP Krotoszyn 1";"Piastowska 35";"63-700";"Krotoszyn";"17.431089401245117";"51.695335388183594";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"FUP Kąty Wrocławskie";"Dworcowa 2";"55-070";"Smolec";"16.88113784790039";"51.072059631347656";"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""11:00"",""to"":""18:30""},{""day"":""THURSDAY"",""from"":""11:00"",""to"":""18:30""},{""day"":""FRIDAY"",""from"":""12:30"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Krośniewice";"Poznańska 1";"99-340";"Krośniewice";"19.16937255859375";"52.255958557128906";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""15:30""}]";
"RUCH";"PACZKA w RUCHu: WS-179259-84-27";"Pl. Tysiąclecia 8";"05-530";"Czersk";"21.214288";"51.952505";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""15:00""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Chorzowska 3";"41-709";"Ruda Śląska";"18.876800537109375";"50.28379821777344";"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""05:30"",""to"":""16:30""}]";
"POCZTA_POLSKA";"UP Poznań 69";"Warszawska 137";"61-043";"Poznań";"16.98638343811035";"52.41002655029297";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""10:00""},{""day"":""WORKING"",""from"":""10:30"",""to"":""20:00""}]";
"RUCH";"PACZKA w RUCHu: KT-954032-85-23";"KRÓLOWEJ JADWIGI 19";"41-300";"Dąbrowa Górnicza";"19.18787";"50.32494";"[{""day"":""MONDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""TUESDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""WEDNESDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""THURSDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""FRIDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""SUNDAY"",""from"":""08:00"",""to"":""14:00""}]";
"RUCH";"PACZKA w RUCHu: SZ-955237-35-17";"RYNEK 1";"73-210";"Recz";"15.5458";"53.2603";"[{""day"":""MONDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""TUESDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""WEDNESDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""THURSDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""FRIDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""SATURDAY"",""from"":""05:30"",""to"":""14:30""}]";
